entid,region_id,entertype_tax,industry_tax,registertype,economic_type,incometax_rate,collection_type,EMPNUM,year
935462586,1329,,,9,750,,2,10.0,2016.0
935462586,1329,,,9,752,,2,5.0,2015.0
935462586,1329,,,20,750,0.25,2,10.0,2017.0
491112764,1347,0.0,2.0,20,250,0.25,0,6.0,
491112764,1347,,,9,913,,2,6.0,2016.0
491112764,1347,,,20,913,,2,10.0,2015.0
491112764,1347,,,9,913,0.25,2,356.0,2017.0
412381029,1329,0.0,1.0,25,71,0.25,0,,
412381029,1329,,,25,612,,2,10.0,2016.0
412381029,1329,,,25,614,,2,50.0,2015.0
412381029,1329,,,25,612,0.25,2,1.0,2017.0
1053943691,1329,0.0,1.0,29,180,0.25,0,,
1053943691,1329,,,29,776,,2,12.0,2016.0
1053943691,1329,,,29,775,,2,30.0,2015.0
1053943691,1329,,,29,776,0.25,2,9.0,2017.0
424562929,1335,0.0,2.0,20,255,0.25,0,2.0,
424562929,1335,,,20,921,,2,2.0,2016.0
424562929,1335,,,20,921,,2,2.0,2015.0
424562929,1335,,,20,921,0.25,2,1.0,2017.0
782733767,1326,0.0,2.0,9,252,0.25,1,,
782733767,1326,,,9,915,,2,1.0,2016.0
782733767,1326,,,9,915,,2,2.0,2015.0
782733767,1326,,,9,915,0.25,2,1.0,2017.0
677703690,1470,0.0,1.0,9,54,0.25,0,5.0,
677703690,1458,,,9,584,,2,3.0,2016.0
677703690,1458,,,9,584,,2,30.0,2015.0
677703690,1458,,,9,584,0.25,2,3.0,2017.0
711339797,1326,0.0,1.0,20,167,0.25,0,,
711339797,1326,,,20,771,,2,1.0,2016.0
711339797,1326,,,20,752,,2,1.0,2015.0
711339797,1326,,,20,771,0.25,2,2.0,2017.0
69910360,1353,0.0,2.0,20,286,0.25,1,,
69910360,1353,,,20,993,,2,8.0,2016.0
69910360,1363,,,20,993,,2,15.0,2015.0
69910360,1363,,,9,993,0.25,2,11.0,2017.0
765751785,1330,0.0,1.0,20,93,0.25,0,,
765751785,1330,,,20,638,,2,1.0,2016.0
765751785,1330,,,20,638,,2,10.0,2015.0
765751785,1330,,,20,638,0.25,2,3.0,2017.0
978095987,1445,,,9,1017,,2,1.0,2016.0
978095987,1444,,,9,1017,,2,6.0,2015.0
978095987,1444,,,9,1017,0.25,2,2.0,2017.0
1094370711,1331,0.0,2.0,9,450,0.25,0,7.0,
1094370711,1331,,,20,1154,,2,1.0,2016.0
1094370711,1331,,,20,1154,,2,4.0,2015.0
1094370711,1331,,,9,1154,0.25,2,1.0,2017.0
210698542,1329,0.0,1.0,20,223,0.25,0,,
210698542,1329,,,20,851,,2,10.0,2016.0
210698542,1329,,,20,849,,2,16.0,2015.0
210698542,1329,,,20,851,0.25,2,10.0,2017.0
1127647717,1309,,2.0,9,312,0.25,1,,
1127647717,1317,,,9,1025,,2,9.0,2016.0
1127647717,1317,,,9,1025,,2,2.0,2015.0
1127647717,1317,,,9,1025,0.25,2,17.0,2017.0
174664280,1329,0.0,2.0,9,239,0.25,0,16.0,
174664280,1329,,,9,897,,2,5.0,2016.0
174664280,1329,,,9,897,,2,18.0,2015.0
174664280,1329,,,9,897,0.25,2,7.0,2017.0
1147713303,1331,,,22,508,0.25,2,1.0,2017.0
679400778,1326,0.0,2.0,9,404,0.25,0,,
679400778,1326,,,9,1248,,2,1.0,2016.0
679400778,1326,,,9,1244,,2,10.0,2015.0
679400778,1326,,,9,1248,0.25,2,1.0,2017.0
639610226,1371,0.0,2.0,9,305,0.25,0,3.0,
639610226,1371,,,20,1017,,2,10.0,2016.0
639610226,1370,,,20,1017,,2,3.0,2015.0
639610226,1370,,,20,1017,0.25,2,5.0,2017.0
233475188,1332,0.0,2.0,20,344,0.25,0,,
233475188,1323,,,9,1103,,2,52.0,2016.0
233475188,1332,,,9,1098,,2,20.0,2015.0
233475188,1332,,,9,1103,0.25,2,70.0,2017.0
1156664438,1332,0.0,2.0,9,258,0.25,1,,
1156664438,1332,,,9,1017,,2,4.0,2016.0
1156664438,1332,,,9,1016,,2,5.0,2015.0
1156664438,1332,,,9,1017,0.25,2,2.0,2017.0
320204138,1332,0.0,2.0,9,258,0.25,0,1.0,
320204138,1332,,,9,1008,,2,3.0,2016.0
928765176,1332,0.0,2.0,20,252,0.25,1,,
928765176,1323,,,20,915,,2,1.0,2016.0
928765176,1332,,,20,915,,2,4.0,2015.0
969229259,1330,0.0,2.0,20,0,0.25,0,5.0,
969229259,1330,,,20,508,,2,7.0,2016.0
969229259,1330,,,20,508,0.25,2,4.0,2017.0
381314202,1330,0.0,1.0,20,155,0.25,0,,
381314202,1330,,,20,737,,2,8.0,2016.0
381314202,1330,,,20,744,,2,3.0,2015.0
381314202,1330,,,20,737,0.25,2,5.0,2017.0
1079769086,1357,0.0,1.0,9,127,0.25,0,,
1079769086,1357,,,9,691,,2,441.0,2016.0
1079769086,1357,,,9,769,,2,100.0,2015.0
1079769086,1357,,,9,691,0.25,2,462.0,2017.0
452839142,1358,,,9,747,,2,2.0,2016.0
452839142,1358,,,9,747,0.25,2,2.0,2017.0
158066815,1319,0.0,2.0,9,438,0.25,0,1.0,
158066815,1319,1.0,2.0,9,438,0.25,0,,
158066815,1319,,,9,1275,,2,1.0,2016.0
158066815,1319,,,9,1275,,2,4.0,2015.0
158066815,1319,,,9,1275,0.25,2,2.0,2017.0
818633038,1331,0.0,2.0,22,258,0.25,0,,
818633038,1331,,,22,968,,2,1.0,2016.0
818633038,1331,,,22,1016,,2,5.0,2015.0
818633038,1331,,,22,968,0.25,2,1.0,2017.0
62793212,1337,0.0,2.0,20,342,0.25,0,,
62793212,1337,,,20,1072,,2,12.0,2016.0
62793212,1337,,,20,1072,,2,12.0,2015.0
62793212,1337,,,20,1072,0.25,2,6.0,2017.0
615351406,1337,0.0,2.0,20,295,0.25,0,4.0,
615351406,1337,,,20,1008,,2,4.0,2016.0
615351406,1337,,,20,1008,,2,18.0,2015.0
615351406,1337,,,20,1008,0.25,2,4.0,2017.0
150481980,1311,0.0,2.0,20,405,0.25,0,,
150481980,1311,,,20,1203,,2,14.0,2016.0
150481980,1311,,,20,1203,,2,2.0,2015.0
150481980,1311,,,20,1203,0.25,2,6.0,2017.0
336539347,1336,0.0,2.0,9,16,0.25,0,2.0,
336539347,1336,,,9,522,,2,3.0,2016.0
336539347,1336,,,9,522,,2,10.0,2015.0
1214098496,1324,0.0,2.0,20,258,0.25,0,,
1214098496,1324,,,20,995,,2,2.0,2016.0
1214098496,1324,,,20,1016,,2,7.0,2015.0
1214098496,1324,,,20,995,0.25,2,1.0,2017.0
1054641458,1332,0.0,2.0,3,342,0.25,1,,
1054641458,1332,,,3,1072,,2,1.0,2016.0
1054641458,1332,,,3,1072,,2,4.0,2015.0
1054641458,1332,,,3,1072,0.25,2,3.0,2017.0
410586737,1337,0.0,2.0,20,436,0.25,0,,
410586737,1337,,,20,1271,,2,2.0,2016.0
410586737,1337,,,20,1271,,2,2.0,2015.0
410586737,1337,,,20,1271,0.25,2,2.0,2017.0
406359652,1398,0.0,1.0,28,51,0.25,0,196.0,
406359652,1398,,,28,578,,2,300.0,2016.0
406359652,1402,,,28,578,,2,300.0,2015.0
174171297,1371,0.0,2.0,2,420,0.25,0,10.0,
174171297,1371,,,2,1248,,2,10.0,2016.0
174171297,1371,,,2,1248,,2,10.0,2015.0
174171297,1371,,,2,1248,0.25,2,4.0,2017.0
1120389182,1319,0.0,2.0,20,358,0.25,0,,
1120389182,1319,,,20,1111,,2,3.0,2016.0
1120389182,1319,,,20,1110,,2,8.0,2015.0
1120389182,1319,,,20,1111,0.25,2,3.0,2017.0
289268998,1310,,,26,1148,,2,200.0,2016.0
289268998,1310,,,26,1148,,2,200.0,2015.0
216527488,1424,0.0,2.0,9,405,0.25,0,,
216527488,1424,,,9,1203,,2,10.0,2016.0
216527488,1424,,,9,1203,,2,10.0,2015.0
216527488,1424,,,20,1203,0.25,2,3.0,2017.0
54930732,1338,,,20,1017,,2,1.0,2016.0
54930732,1338,,,20,1017,,2,6.0,2015.0
54930732,1338,,,20,1017,0.25,2,1.0,2017.0
519532795,1340,0.0,2.0,20,332,0.25,0,,
519532795,1340,,,20,1051,,2,4.0,2016.0
519532795,1340,,,20,1051,,2,6.0,2015.0
519532795,1340,,,20,1051,0.25,2,4.0,2017.0
1045264405,1337,0.0,2.0,20,291,0.25,0,4.0,
1045264405,1337,,,20,999,,2,2.0,2016.0
1045264405,1341,,,20,999,,2,3.0,2015.0
1045264405,1341,,,20,999,0.25,2,10.0,2017.0
24047454,1337,0.0,1.0,20,201,0.25,0,36.0,
24047454,1337,,,20,817,,2,49.0,2016.0
24047454,1341,,,20,817,,2,40.0,2015.0
24047454,1341,,,20,817,0.25,2,41.0,2017.0
93291786,1337,0.0,2.0,20,297,0.25,0,32.0,
93291786,1337,0.0,2.0,20,258,0.25,0,,
93291786,1337,,,20,1010,,2,44.0,2016.0
93291786,1341,,,20,1010,,2,13.0,2015.0
93291786,1341,,,20,1010,0.25,2,24.0,2017.0
207650931,1337,,,20,1253,,2,2.0,2016.0
207650931,1337,,,20,1253,0.25,2,6.0,2017.0
249451729,1320,,,9,1009,,2,1.0,2016.0
249451729,1321,,,9,1016,,2,2.0,2015.0
249451729,1320,,,9,1008,0.25,2,1.0,2017.0
489684523,1428,,,20,583,,2,18.0,2016.0
489684523,1428,,,20,583,0.25,2,8.0,2017.0
723788416,1319,0.0,1.0,20,66,0.25,0,66.0,
723788416,1319,,,20,603,,2,56.0,2016.0
723788416,1319,,,20,603,,2,106.0,2015.0
865154390,1347,0.0,2.0,2,438,0.25,0,13.0,
865154390,1347,,,2,1275,,2,13.0,2016.0
948376107,1319,,,20,1241,,2,15.0,2016.0
948376107,1319,,,20,1237,,2,2.0,2015.0
948376107,1319,,,20,1241,0.25,2,2.0,2017.0
849842506,1344,0.0,2.0,20,271,0.25,0,,
849842506,1344,,,9,974,,2,22.0,2016.0
849842506,1344,,,20,974,,2,25.0,2015.0
849842506,1344,,,9,974,0.25,2,26.0,2017.0
498866710,1347,0.0,2.0,20,342,0.25,0,10.0,
498866710,1347,,,20,1072,,2,10.0,2016.0
498866710,1347,,,20,1072,,2,5.0,2015.0
498866710,1347,,,20,1072,0.25,2,4.0,2017.0
180689156,1308,0.0,2.0,9,425,0.25,0,,
180689156,1347,,,9,1253,,2,8.0,2016.0
180689156,1352,,,9,1253,,2,5.0,2015.0
180689156,1352,,,9,1304,0.25,2,8.0,2017.0
92710601,1337,0.0,2.0,20,337,0.25,0,,
92710601,1337,,,20,1058,,2,10.0,2016.0
92710601,1342,,,20,1058,,2,10.0,2015.0
92710601,1342,,,20,1058,0.25,2,10.0,2017.0
180580702,1457,0.0,2.0,9,326,0.25,0,30.0,
180580702,1457,,,9,1045,,2,8.0,2016.0
180580702,1457,,,9,1045,,2,30.0,2015.0
180580702,1457,,,9,1045,0.25,2,63.0,2017.0
1065480306,1348,0.0,2.0,9,300,0.25,0,1.0,
1065480306,1348,,,9,1012,,2,3.0,2016.0
1065480306,1348,,,9,1012,,2,4.0,2015.0
1013990254,1347,0.0,1.0,20,190,0.25,0,1.0,
1013990254,1347,,,20,795,,2,2.0,2016.0
1013990254,1347,,,20,795,,2,5.0,2015.0
1013990254,1347,,,20,795,0.25,2,1.0,2017.0
888006352,1347,,,9,915,,2,65.0,2016.0
888006352,1347,,,9,915,,2,136.0,2015.0
888006352,1347,,,9,915,0.25,2,58.0,2017.0
913367375,1347,0.0,2.0,20,337,0.25,1,,
913367375,1347,,,20,1381,,2,3.0,2016.0
913367375,1347,,,20,1058,,2,6.0,2015.0
913367375,1347,,,20,1381,0.25,2,2.0,2017.0
733433080,1378,0.0,2.0,20,260,0.25,1,,
733433080,1378,,,20,960,,2,4.0,2016.0
733433080,1378,,,20,960,,2,4.0,2015.0
733433080,1378,,,20,960,0.25,2,10.0,2017.0
635868067,1450,,,20,1017,,2,12.0,2016.0
635868067,1450,,,20,1017,,2,15.0,2015.0
635868067,1450,,,20,864,0.25,2,20.0,2017.0
1121720437,1351,0.0,2.0,20,338,0.25,0,,
1121720437,1351,,,20,1017,,2,5.0,2016.0
1121720437,1351,,,20,1017,,2,5.0,2015.0
45388809,1418,0.0,1.0,9,111,0.25,0,26.0,
45388809,1418,,,9,668,,2,26.0,2016.0
45388809,1418,,,9,669,,2,8.0,2015.0
45388809,1418,,,9,668,0.25,2,3.0,2017.0
863135967,1360,0.0,1.0,28,131,0.25,0,60.0,
863135967,1360,,,28,699,,2,60.0,2016.0
863135967,1360,,,28,670,,2,59.0,2015.0
283016112,1337,0.0,2.0,20,386,0.25,0,10.0,
283016112,1337,,,20,1158,,2,10.0,2016.0
283016112,1341,,,20,1158,,2,10.0,2015.0
283016112,1341,,,20,1158,0.25,2,1.0,2017.0
958095999,1313,0.0,2.0,20,297,0.25,0,8.0,
958095999,1313,,,20,1010,,2,8.0,2016.0
958095999,1313,,,20,1010,,2,6.0,2015.0
958095999,1313,,,20,1010,0.25,2,10.0,2017.0
126620443,1353,0.0,2.0,20,300,0.25,0,,
126620443,1353,,,20,1012,,2,3.0,2016.0
126620443,1353,,,20,1012,,2,10.0,2015.0
126620443,1353,,,9,1012,0.25,2,3.0,2017.0
934266109,1353,0.0,2.0,20,335,0.25,1,,
934266109,1353,,,20,1055,,2,3.0,2016.0
934266109,1367,,,20,1055,,2,6.0,2015.0
934266109,1367,,,20,1055,0.25,2,3.0,2017.0
136126851,1323,,,9,968,,2,1.0,2016.0
136126851,1323,,,9,968,0.25,2,2.0,2017.0
560897263,1354,0.0,1.0,20,156,0.25,0,,
560897263,1354,,,20,730,,2,16.0,2016.0
560897263,1354,,,20,730,,2,16.0,2015.0
560897263,1354,,,9,730,0.25,2,16.0,2017.0
657777667,1353,0.0,2.0,20,438,0.25,0,2.0,
657777667,1353,,,20,1275,,2,1.0,2016.0
657777667,1353,,,20,1275,,2,4.0,2015.0
657777667,1353,,,20,1275,0.25,2,1.0,2017.0
578038152,1310,0.0,2.0,20,305,0.25,0,5.0,
578038152,1310,,,20,1017,,2,1.0,2016.0
578038152,1310,,,20,1017,,2,7.0,2015.0
578038152,1310,,,20,1017,0.25,2,3.0,2017.0
1114336722,1353,0.0,2.0,20,264,0.25,0,7.0,
1114336722,1353,,,20,965,,2,7.0,2016.0
1114336722,1353,,,20,965,,2,8.0,2015.0
1114336722,1353,,,20,965,0.25,2,7.0,2017.0
345796164,1353,0.0,2.0,20,426,0.25,1,,
345796164,1353,,,20,1254,,2,2.0,2016.0
345796164,1353,,,20,1254,,2,4.0,2015.0
345796164,1353,,,20,1254,0.25,2,1.0,2017.0
163511238,1429,,,2,1052,0.25,2,5.0,2017.0
353015776,1309,0.0,2.0,9,425,0.25,0,2.0,
353015776,1309,,,20,1253,,2,1.0,2016.0
353015776,1309,,,20,1253,,2,3.0,2015.0
353015776,1309,,,20,1253,0.25,2,1.0,2017.0
497325998,1338,0.0,2.0,20,250,0.25,0,1.0,
497325998,1338,,,9,913,,2,5.0,2016.0
497325998,1338,,,9,913,,2,20.0,2015.0
497325998,1338,,,9,913,0.25,2,3.0,2017.0
877210685,1353,0.0,1.0,20,52,0.25,1,,
877210685,1353,,,20,579,,2,1.0,2016.0
877210685,1363,,,20,579,,2,12.0,2015.0
877210685,1363,,,20,579,0.25,2,1.0,2017.0
525151841,1330,0.0,1.0,20,71,0.25,0,,
525151841,1330,,,20,612,,2,26.0,2016.0
525151841,1330,,,20,612,,2,20.0,2015.0
525151841,1330,,,20,612,0.25,2,19.0,2017.0
543897045,1355,,2.0,20,314,0.25,1,,
543897045,1355,,,20,1029,,2,2.0,2016.0
543897045,1355,,,20,1029,,2,8.0,2015.0
543897045,1355,,,20,1029,0.25,2,2.0,2017.0
992755686,1353,0.0,1.0,20,111,0.25,0,,
992755686,1353,,,20,922,,2,0.0,2016.0
992755686,1366,,,20,922,,2,8.0,2015.0
992755686,1366,,,9,922,0.25,2,3.0,2017.0
8055115,1376,0.0,1.0,29,109,0.25,0,320.0,
8055115,1380,,,29,664,,2,300.0,2016.0
8055115,1380,,,29,677,,2,480.0,2015.0
8055115,1380,,,29,664,0.25,2,300.0,2017.0
106493943,1357,,,9,695,,2,21.0,2016.0
458522730,1359,0.0,2.0,9,435,0.25,1,,
458522730,1359,,,38,1270,,2,2.0,2016.0
458522730,1359,,,38,1270,,2,2.0,2015.0
834166607,1361,,,20,1118,,2,5.0,2016.0
834166607,1361,,,20,1118,,2,6.0,2015.0
834166607,1361,,,20,1118,0.25,2,2.0,2017.0
94288476,1361,,,9,1116,0.25,2,1.0,2017.0
1099449024,1361,0.0,1.0,9,98,0.25,1,,
1099449024,1361,,,9,644,,2,3.0,2016.0
1099449024,1361,,,9,644,,2,11.0,2015.0
1099449024,1361,,,20,644,0.25,2,12.0,2017.0
753335488,1361,0.0,2.0,22,9,0.25,0,10.0,
753335488,1361,,,22,511,,2,6.0,2016.0
753335488,1361,,,22,511,,2,35.0,2015.0
753335488,1361,,,22,511,0.25,2,6.0,2017.0
903426713,1308,,2.0,9,406,0.25,1,,
903426713,1362,,,9,1204,,2,2.0,2016.0
903426713,1362,,,9,1204,,2,3.0,2015.0
903426713,1362,,,9,1204,0.25,2,1.0,2017.0
1056528135,1360,0.0,1.0,20,167,0.25,0,10.0,
89058622,1372,0.0,2.0,9,256,0.25,0,,
89058622,1372,,,9,922,,2,3.0,2016.0
89058622,1372,,,9,922,,2,3.0,2015.0
89058622,1372,,,9,922,0.25,2,3.0,2017.0
373459924,1360,,,20,527,,2,36.0,2016.0
373459924,1360,,,20,527,,2,36.0,2015.0
486419358,1353,,,11,1175,,2,15.0,2016.0
486419358,1353,,,11,1175,,2,15.0,2015.0
670025899,1362,0.0,1.0,20,72,0.25,0,30.0,
670025899,1362,,,20,612,,2,30.0,2016.0
670025899,1362,,,20,612,,2,30.0,2015.0
670025899,1362,,,20,612,0.25,2,30.0,2017.0
603701569,1464,,,20,615,,2,2.0,2016.0
603701569,1464,,,20,615,0.25,2,3.0,2017.0
1091276982,1368,0.0,2.0,9,478,0.25,0,,
1091276982,1368,,,9,1381,,2,5.0,2016.0
1091276982,1368,,,9,1381,,2,5.0,2015.0
1091276982,1368,,,9,941,0.25,2,2.0,2017.0
762949398,1368,0.0,2.0,9,478,0.25,0,,
762949398,1368,,,9,1381,,2,2.0,2016.0
762949398,1368,,,9,1381,,2,2.0,2015.0
762949398,1368,,,9,1381,0.25,2,3.0,2017.0
80650302,1371,0.0,2.0,9,305,0.25,0,2.0,
80650302,1371,,,9,1017,,2,2.0,2016.0
80650302,1382,,,9,1017,,2,3.0,2015.0
457966989,1358,,,23,1117,0.25,2,10.0,2017.0
244667485,1430,,,20,1045,,2,1.0,2016.0
244667485,1430,,,20,1045,0.25,2,1.0,2017.0
11609395,1406,0.0,1.0,20,44,0.25,0,11.0,
11609395,1406,,,20,570,,2,2.0,2016.0
11609395,1406,,,20,570,,2,7.0,2015.0
11609395,1406,,,9,570,0.25,2,3.0,2017.0
1198199496,1371,0.0,2.0,20,300,0.25,0,2.0,
1198199496,1371,,,20,1012,,2,3.0,2016.0
1198199496,1371,,,20,1012,,2,5.0,2015.0
1198199496,1371,,,20,1012,0.25,2,1.0,2017.0
490056231,1390,0.0,2.0,9,349,0.25,0,1.0,
490056231,1390,,,9,1103,,2,1.0,2016.0
490056231,1390,,,9,1103,,2,6.0,2015.0
490056231,1390,,,9,1103,0.25,2,2.0,2017.0
198026154,1372,,,20,913,,2,2.0,2016.0
198026154,1372,,,20,913,0.25,2,2.0,2017.0
72612707,1371,0.0,2.0,9,337,0.25,1,,
72612707,1371,,,9,1058,,2,3.0,2016.0
72612707,1371,,,9,1058,,2,5.0,2015.0
72612707,1371,,,9,1058,0.25,2,3.0,2017.0
8962744,1371,0.0,2.0,9,292,0.25,1,,
8962744,1371,,,9,1000,,2,1.0,2016.0
8962744,1371,,,9,1000,,2,2.0,2015.0
8962744,1371,,,9,1000,0.25,2,1.0,2017.0
144094419,1324,0.0,1.0,9,163,0.25,1,,
144094419,1324,,,9,761,,2,1.0,2016.0
144094419,1324,,,9,738,,2,60.0,2015.0
144094419,1324,,,9,761,0.25,2,1.0,2017.0
30179898,1428,0.0,2.0,9,406,0.25,0,,
30179898,1428,,,20,1204,,2,15.0,2016.0
30179898,1428,,,9,1204,,2,15.0,2015.0
355968587,1312,,,20,990,,2,3.0,2016.0
355968587,1312,,,20,990,0.25,2,3.0,2017.0
279487814,1308,0.0,2.0,9,252,0.25,0,,
367149101,1383,0.0,2.0,20,425,0.25,0,2.0,
367149101,1384,,,9,1253,,2,1.0,2016.0
367149101,1383,,,9,1253,,2,4.0,2015.0
367149101,1383,,,9,1253,0.25,2,1.0,2017.0
768209460,1368,0.0,1.0,9,225,0.25,0,,
768209460,1368,,,9,851,,2,30.0,2016.0
768209460,1368,,,9,851,,2,30.0,2015.0
768209460,1368,,,9,851,0.25,2,21.0,2017.0
198598566,1368,0.0,2.0,20,332,0.25,0,2.0,
198598566,1368,,,20,1051,,2,2.0,2016.0
198598566,1368,,,20,1051,,2,3.0,2015.0
198598566,1368,,,20,1051,0.25,2,2.0,2017.0
571976219,1360,0.0,2.0,20,342,0.25,1,,
571976219,1360,,,9,1072,,2,3.0,2016.0
571976219,1360,,,20,1072,,2,30.0,2015.0
571976219,1360,,,9,1072,0.25,2,2.0,2017.0
179106224,1369,0.0,1.0,20,190,0.25,0,2.0,
179106224,1369,,,20,795,,2,2.0,2016.0
179106224,1381,,,20,795,,2,5.0,2015.0
179106224,1381,,,20,795,0.25,2,1.0,2017.0
447317908,1376,,,20,1006,,2,5.0,2016.0
447317908,1376,,,20,1006,,2,3.0,2015.0
447317908,1376,,,20,1006,0.25,2,2.0,2017.0
38484375,1371,0.0,2.0,20,389,0.25,0,10.0,
38484375,1371,,,20,1164,,2,1.0,2016.0
38484375,1371,,,20,1164,,2,10.0,2015.0
38484375,1371,,,9,1164,0.25,2,1.0,2017.0
23396983,1376,0.0,1.0,9,192,0.25,0,45.0,
23396983,1376,,,9,798,,2,8.0,2016.0
23396983,1376,,,9,799,,2,8.0,2015.0
592979362,1353,,,9,1111,,2,2.0,2016.0
592979362,1364,,,9,1111,0.25,2,1.0,2017.0
998799875,1376,0.0,2.0,20,342,0.25,0,3.0,
998799875,1376,,,20,1072,,2,1.0,2016.0
998799875,1376,,,20,1072,,2,5.0,2015.0
998799875,1376,,,20,1072,0.25,2,3.0,2017.0
442807349,1371,0.0,2.0,20,295,0.25,1,,
442807349,1371,,,20,1008,,2,3.0,2016.0
442807349,1371,,,20,1008,,2,3.0,2015.0
442807349,1379,,,20,1008,0.25,2,5.0,2017.0
1181087789,1436,,,9,1253,,2,3.0,2016.0
1181087789,1435,,,9,1253,0.25,2,3.0,2017.0
389131709,1378,0.0,2.0,20,426,0.25,0,,
389131709,1378,,,9,1254,,2,5.0,2016.0
389131709,1378,,,20,1254,,2,5.0,2015.0
389131709,1378,,,9,1254,0.25,2,6.0,2017.0
1050585695,1468,0.0,1.0,9,145,0.25,0,12.0,
1050585695,1456,,,9,718,,2,10.0,2016.0
1050585695,1456,,,9,718,,2,10.0,2015.0
982212073,1404,0.0,1.0,20,179,0.25,0,,
982212073,1404,,,20,773,,2,26.0,2016.0
982212073,1409,,,20,773,,2,32.0,2015.0
982212073,1409,,,20,773,0.25,2,27.0,2017.0
947931983,1384,0.0,2.0,20,291,0.25,0,2.0,
947931983,1384,,,20,999,,2,1.0,2016.0
947931983,1384,,,20,999,,2,10.0,2015.0
947931983,1384,,,20,999,0.25,2,1.0,2017.0
706063241,1383,0.0,2.0,20,426,0.25,0,1.0,
706063241,1383,,,20,1254,,2,5.0,2016.0
706063241,1383,,,20,1254,,2,5.0,2015.0
330104774,1310,0.0,2.0,20,438,0.25,0,,
330104774,1310,,,20,1275,,2,2.0,2016.0
330104774,1310,,,20,1275,,2,2.0,2015.0
330104774,1310,,,20,1275,0.25,2,2.0,2017.0
176126365,1383,0.0,2.0,20,291,0.25,0,4.0,
176126365,1383,,,20,999,,2,7.0,2016.0
176126365,1383,,,20,999,,2,6.0,2015.0
176126365,1383,,,20,999,0.25,2,10.0,2017.0
271874611,1385,0.0,2.0,20,291,0.25,0,8.0,
271874611,1385,,,20,999,,2,8.0,2016.0
417191843,1386,0.0,2.0,20,23,0.25,0,3.0,
417191843,1386,,,20,534,,2,3.0,2016.0
417191843,1386,,,20,534,,2,2.0,2015.0
417191843,1386,,,20,534,0.25,2,3.0,2017.0
398293449,1313,0.0,2.0,20,349,0.25,0,,
398293449,1318,,,20,1103,,2,6.0,2016.0
398293449,1318,,,20,1103,,2,3.0,2015.0
398293449,1318,,,9,1103,0.25,2,5.0,2017.0
120814377,1388,0.0,1.0,20,71,0.25,0,16.0,
881733001,1320,0.0,2.0,20,258,0.25,1,,
881733001,1320,,,20,974,,2,1.0,2016.0
881733001,1320,,,20,1016,,2,2.0,2015.0
881733001,1320,,,20,974,0.25,2,1.0,2017.0
199574297,1389,0.0,2.0,22,342,0.25,0,1.0,
199574297,1389,,,22,1072,,2,1.0,2016.0
199574297,1389,,,22,1072,,2,10.0,2015.0
514122347,1389,0.0,1.0,20,72,0.25,0,40.0,
514122347,1389,,,20,612,,2,27.0,2016.0
514122347,1389,,,20,612,,2,30.0,2015.0
514122347,1389,,,20,612,0.25,2,70.0,2017.0
887134042,1310,0.0,2.0,20,286,0.25,0,,
887134042,1310,,,20,993,,2,3.0,2016.0
887134042,1310,,,20,993,,2,3.0,2015.0
887134042,1312,,,20,993,0.25,2,3.0,2017.0
319854151,1431,,,20,615,0.25,2,4.0,2017.0
1215434367,1391,0.0,2.0,9,256,0.25,1,,
1215434367,1391,,,9,922,,2,2.0,2016.0
1215434367,1391,,,9,922,,2,5.0,2015.0
1215434367,1391,,,20,922,0.25,2,4.0,2017.0
1021532602,1392,0.0,2.0,20,340,0.25,0,10.0,
1021532602,1392,,,20,1064,,2,2.0,2016.0
1021532602,1392,,,20,1064,,2,10.0,2015.0
1021532602,1392,,,20,1064,0.25,2,1.0,2017.0
1164434168,1384,,,20,1017,,2,1.0,2016.0
1164434168,1383,,,20,1017,,2,3.0,2015.0
1164434168,1383,,,20,1017,0.25,2,2.0,2017.0
548037371,1393,0.0,2.0,20,338,0.25,0,8.0,
548037371,1393,,,20,1060,,2,7.0,2016.0
548037371,1393,,,20,1060,,2,8.0,2015.0
548037371,1393,,,9,1060,0.25,2,6.0,2017.0
606382450,1394,,,20,1326,,2,2.0,2016.0
606382450,1394,,,20,937,0.25,2,1.0,2017.0
1109402591,1353,,,9,1017,,2,3.0,2016.0
1109402591,1353,,,9,1017,,2,3.0,2015.0
1109402591,1353,,,9,1017,0.25,2,39.0,2017.0
165991842,1384,0.0,2.0,20,328,0.25,0,36.0,
165991842,1384,,,9,1048,,2,36.0,2016.0
165991842,1384,,,9,1048,,2,6.0,2015.0
165991842,1384,,,9,1048,0.25,2,36.0,2017.0
496543919,1444,,,9,909,0.25,2,2.0,2017.0
124293087,1396,0.0,1.0,20,195,0.25,0,12.0,
124293087,1396,,,20,810,,2,12.0,2016.0
124293087,1396,,,20,810,,2,7.0,2015.0
124293087,1396,,,20,810,0.25,2,12.0,2017.0
470437676,1396,,,9,1258,0.25,2,5.0,2017.0
110567325,1396,0.0,1.0,20,182,0.25,0,15.0,
110567325,1396,,,20,777,,2,10.0,2016.0
110567325,1396,,,20,777,,2,13.0,2015.0
110567325,1396,,,20,777,0.25,2,8.0,2017.0
754401537,1397,0.0,2.0,20,291,0.25,0,10.0,
754401537,1397,,,20,999,,2,5.0,2016.0
648101274,1396,0.0,2.0,20,309,0.25,0,3.0,
648101274,1396,,,20,1021,,2,6.0,2016.0
648101274,1396,,,20,1021,,2,3.0,2015.0
